<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>		SumCounts	SumDiversity
DAPK1_p2_155	chr9	90113016	90113120	10000000100	1	"((90113016, 0), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10000001000	1	"((90113016, 0), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	136	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	1	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	1	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	1	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	1	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1E+11	1	"((90113016, 1), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1.1E+11	4	"((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
MGMT_merged	chr10	131265494	131265554	0-0-0-0-0-0-0-0-0-0-0-0------	6	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0))"	1		
MGMT_merged	chr10	131265494	131265554	0-0-0-0-0-0-1-0-0-0-0-0------	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0---0-0-0-0-0-0-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0---0-0-0-1----	3	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0---0-0-1----	2	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-0-0-0----	1057	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-0-0-1----	1663	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-0-1-0----	33	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-0-1-1----	58	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-1-0-0----	35	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-0-1-0-1----	55	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-1-0-0-0----	8	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-0-1-0-0-1----	15	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-1-0-0-0-0----	25	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-1-0-0-0-1----	31	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-1-0-1-0-0----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-1-1-0-0-0----	7	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-0-1-1-0-0-1----	12	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-1---0-0-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-1-0-0-0-0-0----	19	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-0-1-0-0-0-0-1----	25	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-1-0-0-0-0-0-0----	37	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-1-0-0-0-0-0-1----	48	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-0-1-0-1-0-0-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-1-0-0-0-0-0-0-0----	19	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-1-0-0-0-0-0-0-1----	31	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-0-1-0-0-0-1-0-0-0----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-0-0-0-0-0-0-0-0----	14	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-0-0-0-0-0-0-0-1----	13	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-0-0-0-0-0-1-0-1----	2	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-0-0-1-0-0-0-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-1-0-0-0-0-0-0-0----	11	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-1-0-0-0-0-0-0-1----	9	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-0-1-1-0-0-0-0-1-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-0-0-0-0-0-0----	8	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-0-0-0-0-0-1----	17	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-0-0-0-0-1-0----	12	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-0-0-0-0-1-1----	10	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-0-1-0-0-0-1----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-0-1-0-0-0-0-0----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-0-1-0-0-1-0-0-0-0-0-0----	1	"((131265494, 0), (131265496, 0), (131265507, 0), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-0-0-0-0-0-0-0-0----	7	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-0-0-0-0-0-0-0-1----	12	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-0-0-0-0-0-0-1-1----	1	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-0-0-1-0-0-0-0-0----	3	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-0-0-1-0-0-0-0-1----	5	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-1-0-0-0-0-0-0-0----	3	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-0-0-1-0-0-0-0-0-0-1----	10	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 0), (131265519, 0), (131265522, 1), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-1-0-0-0-0-1-0-0-0-0----	5	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-0-1-1-0-0-0-0-1-0-0-0-1----	6	"((131265494, 0), (131265496, 0), (131265507, 1), (131265514, 1), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-1-0-0-0-0-0-0-0-0-0-0-0----	9	"((131265494, 0), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	0-1-0-0-0-0-0-0-0-0-0-0-1----	28	"((131265494, 0), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	0-1-0-0-0-0-0-0-1-0-0-0-1----	1	"((131265494, 0), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	1-0-0-0-0-0-0-0-0-0-0-0-0----	9	"((131265494, 1), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	1-0-0-0-0-0-0-0-0-0-0-0-1----	24	"((131265494, 1), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	1-0-0-0-0-0-0-0-0-0-1-0-1----	2	"((131265494, 1), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	1-0-0-0-0-0-1-0-0-0-0-0-0----	1	"((131265494, 1), (131265496, 0), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 1), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	1-1-0-0-0-0-0-0-0-0-0-0-0----	7	"((131265494, 1), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	1-1-0-0-0-0-0-0-0-0-0-0-1----	6	"((131265494, 1), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 0), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 1))"	1		
MGMT_merged	chr10	131265494	131265575	1-1-0-0-0-0-0-0-1-0-0-0-0----	1	"((131265494, 1), (131265496, 1), (131265507, 0), (131265514, 0), (131265519, 0), (131265522, 0), (131265526, 0), (131265536, 0), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 0), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	1-1-1-1-1-1-1-1-1-1-1-1-0----	1	"((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))"	1		
MGMT_merged	chr10	131265494	131265575	1-1-1-1-1-1-1-1-1-1-1-1-1----	1	"((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))"	1		
MGMT_merged	chr10	131265495	131265597	0	3	"((131265495, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	1	"((131265495, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-110	1	"((131265495, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 1), (131265587, 1), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	1	"((131265495, 0), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	0	42	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	3	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-110	1	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 1), (131265587, 1), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1000	3	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 1), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	2	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1001	1	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 1), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	1	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 1), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	1	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 1), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	3	"((131265495, 0), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	1	"((131265495, 0), (131265497, 0), (131265508, 1), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	69	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	2	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-2	3	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1002	1	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 1), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
