<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>
DAPK1_p2_155	chr9	90113016	90113120	101010111110	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101010111111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101011011111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101011101100	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101011111111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	10110-101110	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101100001111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101110001110	2	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101110001111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101110010110	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101110011100	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101110011101	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101110011110	9	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	101110111111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	101111111111	1	((90113016, 1), (90113020, 0), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	1100000-1110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000000111	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000001010	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000001100	21	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000001101	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000001110	21	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000001111	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	11000001-101	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000010100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000010110	22	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000010111	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000011-11	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000011100	7	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000011101	22	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000011110	18	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000011111	8	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000101110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000111100	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000111101	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110000111110	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110000111111	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110001001100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001001110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001011100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001011110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001011111	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	1100011-0110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001101111	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110001111110	4	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110001111111	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110010001110	19	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110010001111	11	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110010011110	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110010101110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110010111100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110010111110	5	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110010111111	10	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110011011111	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110011101100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011110110	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011110111	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110011111-10	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011111-11	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110011111010	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011111100	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011111110	82	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110011111111	12	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110100000110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100001100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100001110	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100100110	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100101-10	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100101100	7	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100101110	26	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100101111	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	110100111100	3	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110100111110	2	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110101111100	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	110110111-10	1	((90113016, 1), (90113020, 1), (90113036, 0), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111000001100	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111000011110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111000111-10	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111000111110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010-1-110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010001100	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010001110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	11101001-110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010011110	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	1110101-1110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010110110	6	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010111-10	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010111100	23	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010111110	65	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111010111111	4	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111011111100	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111100111111	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111101001110	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111101001111	3	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111101111110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111101111111	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111110001100	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111110010110	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111110011110	3	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	1111101-1111	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111110111100	4	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111110111101	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111110111110	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111110111111	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	1111110-1111	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	111111001110	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	111111011111	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	1111111-111-	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 1))
DAPK1_p2_155	chr9	90113016	90113120	1111111-1111	2	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	11111111--10	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	11111111--11	1	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	11111111-111	3	((90113016, 1), (90113020, 1), (90113036, 1), (90113038, 1), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 1))
